1342212191984,StockTick,CSCO,243.08929614387475,389
1342212192038,StockTick,DELL,243.72349121905242,496
1342212192092,StockTick,GOOG,243.94955323188458,201
1342212192143,StockTick,MSFT,244.22701327928806,344
1342212192192,StockTick,ORCL,244.411332434832,422
1342212192240,StockTick,SUNW,244.0461186574168,450
1342212192284,StockTick,YHOO,245.39814882176222,386
1342212192329,StockTick,CSCO,245.75738504876486,129
1342212192372,StockTick,DELL,245.5521056980456,419
1342212192413,StockTick,GOOG,246.56960101656165,331
1342212192453,StockTick,MSFT,247.94116544379054,463
1342212192492,StockTick,ORCL,246.05096693760734,160
1342212192530,StockTick,SUNW,245.58384500825062,490
1342212192568,StockTick,YHOO,244.9127708115071,126
1342212192606,StockTick,CSCO,243.23337352530416,128
1342212192640,StockTick,DELL,242.96476220087933,136
1342212192675,StockTick,GOOG,242.66475705961528,270
1342212192710,StockTick,MSFT,241.24306612972447,450
1342212192742,StockTick,ORCL,241.33836806522774,330
1342212192776,StockTick,SUNW,240.94907176956252,259
1342212192810,StockTick,YHOO,242.0944064497755,203
1342212192840,StockTick,CSCO,243.21073839657015,161
1342212192872,StockTick,DELL,242.62405059167898,204
1342212192902,StockTick,GOOG,244.42543097028775,285
1342212192932,StockTick,MSFT,245.89550185737838,276
1342212192962,StockTick,ORCL,246.9687592686336,185
1342212192992,StockTick,SUNW,248.23967383192215,346
1342212193021,StockTick,YHOO,246.33377612870575,113
1342212193049,StockTick,CSCO,247.63935993281015,376
1342212193077,StockTick,DELL,247.69627019856335,374
1342212193105,StockTick,GOOG,248.18294682492402,130
1342212193134,StockTick,MSFT,246.7772474681829,479
1342212193160,StockTick,ORCL,245.68582011547025,275
1342212193187,StockTick,SUNW,246.76734215589323,378
1342212193214,StockTick,YHOO,246.69284242177898,371
1342212193239,StockTick,CSCO,247.17624825594865,352
1342212193265,StockTick,DELL,248.40832854416743,330
1342212193295,StockTick,GOOG,247.50739211123397,255
1342212193317,StockTick,MSFT,248.09563120174747,176
1342212193342,StockTick,ORCL,248.07679410571404,111
1342212193366,StockTick,SUNW,247.0193647971872,113
1342212193400,StockTick,YHOO,247.83073559075837,432
1342212193415,StockTick,CSCO,247.5911290147729,396
1342212193444,StockTick,DELL,247.25907597350786,477
1342212193464,StockTick,GOOG,250.01788302454173,430
1342212193486,StockTick,MSFT,250.630049352009,306
1342212193510,StockTick,ORCL,249.44569048788097,338
1342212193533,StockTick,SUNW,249.62421515253823,191
1342212193556,StockTick,YHOO,248.65260009288681,221
1342212193579,StockTick,CSCO,247.75365780528844,378
1342212193601,StockTick,DELL,247.45105727809772,271
1342212193624,StockTick,GOOG,246.2590626416172,486
1342212193646,StockTick,MSFT,247.12896398458454,390
1342212193668,StockTick,ORCL,246.61251630142675,234
1342212193690,StockTick,SUNW,246.24170622241257,483
1342212193712,StockTick,YHOO,247.89283739978853,294
1342212193734,StockTick,CSCO,248.48679599609144,198
1342212193755,StockTick,DELL,248.92603854221903,378
1342212193776,StockTick,GOOG,248.15181937333907,188
1342212193797,StockTick,MSFT,248.12860029132625,144
1342212193818,StockTick,ORCL,248.92232369179345,327
1342212193839,StockTick,SUNW,250.41554933110973,306
1342212193859,StockTick,YHOO,249.57820637393837,162
1342212193879,StockTick,CSCO,249.52594307395742,321
1342212193900,StockTick,DELL,248.15832457274334,205
1342212193920,StockTick,GOOG,248.43862949113606,212
1342212193940,StockTick,MSFT,248.67568512426388,266
1342212193960,StockTick,ORCL,249.26628203871894,167
1342212193980,StockTick,SUNW,247.95831141167693,433
1342212194000,StockTick,YHOO,244.87302427038742,221
1342212194019,StockTick,CSCO,244.97985521514613,279
1342212194039,StockTick,DELL,246.08592801838967,395
1342212194057,StockTick,GOOG,246.85595629858102,107
1342212194077,StockTick,MSFT,247.39574368447825,170
1342212194096,StockTick,ORCL,248.5420599548426,493
1342212194115,StockTick,SUNW,249.2164983335827,477
1342212194134,StockTick,YHOO,250.1207741818553,440
1342212194152,StockTick,CSCO,248.79136880045536,404
1342212194170,StockTick,DELL,249.429251533268,128
1342212194189,StockTick,GOOG,250.09300532497193,295
1342212194209,StockTick,MSFT,250.6181695607269,170
1342212194226,StockTick,ORCL,248.42573929630214,485
1342212194244,StockTick,SUNW,247.7726425351789,346
1342212194263,StockTick,YHOO,246.7707894535826,386
1342212194280,StockTick,CSCO,245.73696875605793,133
1342212194298,StockTick,DELL,245.330927616265,290
1342212194316,StockTick,GOOG,244.4162606428079,180
1342212194334,StockTick,MSFT,243.99594149277098,325
1342212194351,StockTick,ORCL,243.72939458009512,441
1342212194368,StockTick,SUNW,243.16646326277956,141
1342212194386,StockTick,YHOO,242.77018870921015,367
1342212194404,StockTick,CSCO,241.17474854379012,468
1342212194427,StockTick,DELL,241.06669085233304,295
1342212194443,StockTick,GOOG,239.9658496977178,289
1342212194455,StockTick,MSFT,239.57221530394136,314
1342212194472,StockTick,ORCL,241.06275752940297,446
1342212194489,StockTick,SUNW,240.89751341016827,431
1342212194506,StockTick,YHOO,242.51435464979554,392
1342212194522,StockTick,CSCO,242.7651373994118,411
1342212194539,StockTick,DELL,242.51857995500046,365
1342212194556,StockTick,GOOG,241.61298971239842,359
1342212194572,StockTick,MSFT,241.9358803570801,213
1342212194588,StockTick,ORCL,241.0585530155942,102
1342212194605,StockTick,SUNW,240.81899812743183,164
1342212194622,StockTick,YHOO,240.5665981436676,412
1342212194637,StockTick,CSCO,241.05612994247906,417
1342212194654,StockTick,DELL,240.93098478708637,225
1342212194670,StockTick,GOOG,240.1580048766842,109
1342212194686,StockTick,MSFT,241.39033097338083,313
1342212194702,StockTick,ORCL,241.99117658146935,245
1342212194718,StockTick,SUNW,243.2641396897384,224
1342212194733,StockTick,YHOO,243.55008110936555,183
1342212194749,StockTick,CSCO,243.17088132691185,163
1342212194764,StockTick,DELL,243.30793594643035,246
