1342212191984,CSCO,243.0892961,389
1342212192038,DELL,243.7234912,496
1342212192092,GOOG,243.9495532,201
1342212192143,MSFT,244.2270133,344
1342212192192,ORCL,244.4113324,422
1342212192240,SUNW,244.0461187,450
1342212192284,YHOO,245.3981488,386
1342212192329,CSCO,245.757385,129
1342212192372,DELL,245.5521057,419
1342212192413,GOOG,246.569601,331
1342212192453,MSFT,247.9411654,463
1342212192492,ORCL,246.0509669,160
1342212192530,SUNW,245.583845,490
1342212192568,YHOO,244.9127708,126
1342212192606,CSCO,243.2333735,128
1342212192640,DELL,242.9647622,136
1342212192675,GOOG,242.6647571,270
1342212192710,MSFT,241.2430661,450
1342212192742,ORCL,241.3383681,330
1342212192776,SUNW,240.9490718,259
1342212192810,YHOO,242.0944064,203
1342212192840,CSCO,243.2107384,161
1342212192872,DELL,242.6240506,204
1342212192902,GOOG,244.425431,285
1342212192932,MSFT,245.8955019,276
1342212192962,ORCL,246.9687593,185
1342212192992,SUNW,248.2396738,346
1342212193021,YHOO,246.3337761,113
1342212193049,CSCO,247.6393599,376
1342212193077,DELL,247.6962702,374
1342212193105,GOOG,248.1829468,130
1342212193134,MSFT,246.7772475,479
1342212193160,ORCL,245.6858201,275
1342212193187,SUNW,246.7673422,378
1342212193214,YHOO,246.6928424,371
1342212193239,CSCO,247.1762483,352
1342212193265,DELL,248.4083285,330
1342212193295,GOOG,247.5073921,255
1342212193317,MSFT,248.0956312,176
1342212193342,ORCL,248.0767941,111
1342212193366,SUNW,247.0193648,113
1342212193400,YHOO,247.8307356,432
1342212193415,CSCO,247.591129,396
1342212193444,DELL,247.259076,477
1342212193464,GOOG,250.017883,430
1342212193486,MSFT,250.6300494,306
1342212193510,ORCL,249.4456905,338
1342212193533,SUNW,249.6242152,191
1342212193556,YHOO,248.6526001,221
1342212193579,CSCO,247.7536578,378
1342212193601,DELL,247.4510573,271
1342212193624,GOOG,246.2590626,486
1342212193646,MSFT,247.128964,390
1342212193668,ORCL,246.6125163,234
1342212193690,SUNW,246.2417062,483
1342212193712,YHOO,247.8928374,294
1342212193734,CSCO,248.486796,198
1342212193755,DELL,248.9260385,378
1342212193776,GOOG,248.1518194,188
1342212193797,MSFT,248.1286003,144
1342212193818,ORCL,248.9223237,327
1342212193839,SUNW,250.4155493,306
1342212193859,YHOO,249.5782064,162
1342212193879,CSCO,249.5259431,321
1342212193900,DELL,248.1583246,205
1342212193920,GOOG,248.4386295,212
1342212193940,MSFT,248.6756851,266
1342212193960,ORCL,249.266282,167
1342212193980,SUNW,247.9583114,433
1342212194000,YHOO,244.8730243,221
1342212194019,CSCO,244.9798552,279
1342212194039,DELL,246.085928,395
1342212194057,GOOG,246.8559563,107
1342212194077,MSFT,247.3957437,170
1342212194096,ORCL,248.54206,493
1342212194115,SUNW,249.2164983,477
1342212194134,YHOO,250.1207742,440
1342212194152,CSCO,248.7913688,404
1342212194170,DELL,249.4292515,128
1342212194189,GOOG,250.0930053,295
1342212194209,MSFT,250.6181696,170
1342212194226,ORCL,248.4257393,485
1342212194244,SUNW,247.7726425,346
1342212194263,YHOO,246.7707895,386
1342212194280,CSCO,245.7369688,133
1342212194298,DELL,245.3309276,290
