FINCoS Source Log File.
 Source Alias: AQ_ESPER_SOURCE
 Source Address: 127.0.0.1
 Connection: Esper (sample)
 Load generation start time: Fri Sep 04 12:40:19 CEST 2020
1599216027347,AirMeasurement,0,24,956.6766650115514
1599216027356,AirMeasurement,0,19,761.4806357486714
1599216027362,AirMeasurement,0,5,173.69808686302375
1599216027365,AirMeasurement,0,26,1036.3260114847806
1599216027374,AirMeasurement,0,9,341.02948331121536
1599216027380,AirMeasurement,0,28,1138.8807011926056
1599216027380,AirMeasurement,0,15,570.1518910233286
1599216027388,AirMeasurement,0,4,140.75190570925864
1599216027388,AirMeasurement,0,45,1855.366185917075
1599216027390,AirMeasurement,0,49,2026.3939802299046
1599216027397,AirMeasurement,0,8,313.3712493404691
1599216027400,AirMeasurement,0,18,709.7269854725322
1599216027411,AirMeasurement,1,10,382.4403359637756
1599216027415,AirMeasurement,1,13,485.45041933319317
1599216027418,AirMeasurement,1,29,1159.514931233778
1599216027429,AirMeasurement,1,19,749.6229022482459
1599216027439,AirMeasurement,1,44,1816.0375321940223
1599216027442,AirMeasurement,1,35,1436.5776501482076
1599216027449,AirMeasurement,1,20,795.8428380791756
1599216027457,AirMeasurement,1,2,31.74467623035146
1599216027458,AirMeasurement,1,23,910.9280666237114
1599216027463,AirMeasurement,1,19,732.4492346871505
1599216027472,AirMeasurement,1,5,163.42266145126882
1599216027474,AirMeasurement,1,37,1491.2578905547275
1599216027483,AirMeasurement,1,47,1934.5775413583513
1599216027483,AirMeasurement,1,26,1038.94101095497
1599216027490,AirMeasurement,1,20,794.094294321927
1599216027492,AirMeasurement,1,21,846.6239019484291
1599216027494,AirMeasurement,1,28,1145.6149710763789
1599216027502,AirMeasurement,1,2,49.194973882028805
1599216027507,AirMeasurement,1,34,1386.6919493942557
1599216027511,AirMeasurement,1,9,314.54274705906954
1599216027515,AirMeasurement,1,45,1824.0591501375727
1599216027520,AirMeasurement,1,31,1255.6911955949345
1599216027528,AirMeasurement,1,20,797.5243053194718
1599216027530,AirMeasurement,1,8,295.40388192755347
1599216027532,AirMeasurement,1,34,1378.3025664531187
1599216027534,AirMeasurement,2,29,1155.3274948254243
1599216027541,AirMeasurement,2,7,270.11229895441767
1599216027544,AirMeasurement,2,20,804.2447087830817
1599216027547,AirMeasurement,2,19,753.8529079384041
1599216027550,AirMeasurement,2,26,1062.506840183607
1599216027558,AirMeasurement,2,45,1829.1849149545938
1599216027560,AirMeasurement,2,34,1372.2169054341257
1599216027573,AirMeasurement,2,7,268.83303214887854
1599216027575,AirMeasurement,2,37,1505.2326858535423
1599216027578,AirMeasurement,2,44,1813.9324381235492
1599216027582,AirMeasurement,2,12,443.5608474554818
1599216027592,AirMeasurement,2,33,1351.2380702879364
1599216027598,AirMeasurement,2,18,729.2120106057953
1599216027601,AirMeasurement,2,27,1075.5179780242138
1599216027603,AirMeasurement,2,35,1443.087252571063
1599216027609,AirMeasurement,2,21,852.9506583766805
1599216027612,AirMeasurement,2,10,384.9662586849479
1599216027625,AirMeasurement,2,3,63.84648689396927
1599216027626,AirMeasurement,2,47,1939.1673454960983
1599216027629,AirMeasurement,2,37,1515.5140664802175
1599216027633,AirMeasurement,2,24,972.9499840140885
1599216027638,AirMeasurement,2,9,328.5915305161947
1599216027646,AirMeasurement,2,43,1777.230092238168
1599216027657,AirMeasurement,2,17,662.6629052429887
1599216027662,AirMeasurement,2,10,371.6775490111576
1599216027663,AirMeasurement,3,29,1159.4803160800602
1599216027672,AirMeasurement,3,12,458.76792431026445
1599216027676,AirMeasurement,3,30,1194.6118526701537
1599216027683,AirMeasurement,3,15,573.8571601537067
1599216027688,AirMeasurement,3,15,590.8358925965682
1599216027691,AirMeasurement,3,29,1190.850021160777
1599216027698,AirMeasurement,3,20,809.1019582180078
1599216027706,AirMeasurement,3,27,1105.5333247240796
1599216027709,AirMeasurement,3,44,1795.3779137766487
1599216027718,AirMeasurement,3,3,81.1430439045687
1599216027725,AirMeasurement,3,36,1474.2050893199767
1599216027729,AirMeasurement,3,17,653.2366443030071
1599216027731,AirMeasurement,3,32,1292.2802985390738
1599216027735,AirMeasurement,3,12,453.4403131450052
1599216027738,AirMeasurement,3,30,1227.8859246742625
1599216027744,AirMeasurement,3,43,1774.1417239698183
1599216027746,AirMeasurement,3,25,994.4877289068544
1599216027758,AirMeasurement,3,1,8.69837700232019
1599216027762,AirMeasurement,3,3,79.32169285112104
1599216027765,AirMeasurement,3,31,1264.2324793458272
1599216027774,AirMeasurement,3,1,20.289014986074623
1599216027776,AirMeasurement,3,26,1056.5814428327024
1599216027780,AirMeasurement,3,14,536.9801907989236
1599216027790,AirMeasurement,3,1,9.475895365520682
1599216027795,AirMeasurement,3,3,94.148930764641
1599216027799,AirMeasurement,4,44,1792.5138406487067
1599216027802,AirMeasurement,4,43,1738.4549978169987
1599216027806,AirMeasurement,4,14,545.0029996066393
1599216027809,AirMeasurement,4,24,961.7976501306027
1599216027815,AirMeasurement,4,10,395.24001420920473
1599216027825,AirMeasurement,4,13,507.0589083325004
1599216027826,AirMeasurement,4,38,1547.2980124216342
1599216027829,AirMeasurement,4,30,1194.5777678363531
1599216027834,AirMeasurement,4,17,669.8924521685158
1599216027842,AirMeasurement,4,10,360.1750794495227
1599216027849,AirMeasurement,4,14,534.3951392913444
1599216027852,AirMeasurement,4,32,1308.0496232721505
1599216027858,AirMeasurement,4,44,1811.567513463645
1599216027861,AirMeasurement,4,20,794.3660001862936
1599216027865,AirMeasurement,4,42,1699.0830817693438
1599216027869,AirMeasurement,4,49,2019.853934259099
1599216027875,AirMeasurement,4,49,2014.408948381656
1599216027882,AirMeasurement,4,17,672.2401754846178
1599216027886,AirMeasurement,4,30,1200.1177710487357
1599216027892,AirMeasurement,4,18,721.8325198197853
1599216027895,AirMeasurement,4,14,551.1992833177727
1599216027901,AirMeasurement,4,9,336.076754096919
1599216027906,AirMeasurement,4,4,136.4425146458132
1599216027910,AirMeasurement,4,38,1541.4068217264582
1599216027919,AirMeasurement,4,34,1398.458870666232
1599216027921,AirMeasurement,5,35,1423.207962887672
1599216027923,AirMeasurement,5,28,1129.4160296849827
1599216027926,AirMeasurement,5,27,1067.2141790056858
1599216027931,AirMeasurement,5,24,982.0531689704344
1599216027935,AirMeasurement,5,32,1308.1591489912526
1599216027940,AirMeasurement,5,45,1838.0483475112596
1599216027940,AirMeasurement,5,49,2014.0018706731712
1599216027949,AirMeasurement,5,1,18.307260542517206
1599216027949,AirMeasurement,5,40,1646.5469033105962
1599216027951,AirMeasurement,5,20,782.2447270935477
1599216027957,AirMeasurement,5,13,501.7792168988499
1599216027961,AirMeasurement,5,37,1525.6285993422252
1599216027966,AirMeasurement,5,32,1295.7349140617991
1599216027972,AirMeasurement,5,3,99.05682880788412
1599216027974,AirMeasurement,5,31,1274.227020738821
1599216027980,AirMeasurement,5,4,131.63748508329405
1599216027983,AirMeasurement,5,32,1287.2475350909656
1599216027992,AirMeasurement,5,4,106.94241631693392
1599216027997,AirMeasurement,5,10,381.36537377136386
1599216028002,AirMeasurement,5,15,600.8051261041372
1599216028004,AirMeasurement,5,9,325.9412064265126
1599216028011,AirMeasurement,5,26,1053.0322577346903
1599216028012,AirMeasurement,5,48,1951.4788633945507
1599216028016,AirMeasurement,5,25,1007.6000088662787
1599216028021,AirMeasurement,5,8,290.93383398276995
1599216028028,AirMeasurement,6,19,768.4051577714775
1599216028032,AirMeasurement,6,10,377.2996858172356
1599216028041,AirMeasurement,6,26,1030.1414285537599
1599216028047,AirMeasurement,6,6,213.2917160252325
1599216028050,AirMeasurement,6,38,1556.370830659149
1599216028055,AirMeasurement,6,18,691.448954943532
1599216028064,AirMeasurement,6,38,1539.361417942434
1599216028070,AirMeasurement,6,7,255.4745815240073
1599216028077,AirMeasurement,6,17,688.7603542037432
1599216028083,AirMeasurement,6,7,256.1350005292557
1599216028086,AirMeasurement,6,16,608.6740817492807
1599216028089,AirMeasurement,6,9,317.53808362677347
1599216028095,AirMeasurement,6,10,385.22458680784985
1599216028100,AirMeasurement,6,12,442.11038153731977
1599216028103,AirMeasurement,6,33,1319.1530543251818
1599216028113,AirMeasurement,6,12,445.0945272094591
1599216028114,AirMeasurement,6,34,1400.5405016416253
1599216028126,AirMeasurement,6,4,121.88610259676051
1599216028129,AirMeasurement,6,40,1635.216454469857
1599216028132,AirMeasurement,6,49,2014.0311126411918
1599216028134,AirMeasurement,6,43,1744.9250561201907
1599216028140,AirMeasurement,6,18,702.2039041657266
1599216028147,AirMeasurement,6,5,175.81993304288483
1599216028150,AirMeasurement,6,12,466.98598596363826
1599216028155,AirMeasurement,6,38,1562.357161813957
1599216028157,AirMeasurement,7,29,1170.7662140088032
1599216028165,AirMeasurement,7,12,456.15740098116333
1599216028167,AirMeasurement,7,34,1376.582324590087
1599216028175,AirMeasurement,7,21,841.9071591179588
1599216028180,AirMeasurement,7,15,582.2242334730643
1599216028185,AirMeasurement,7,8,274.8695446386512
1599216028189,AirMeasurement,7,35,1410.419923945114
1599216028191,AirMeasurement,7,31,1237.074636733157
1599216028196,AirMeasurement,7,20,808.4232879625091
1599216028203,AirMeasurement,7,3,71.76023536421337
1599216028207,AirMeasurement,7,21,822.8250334556573
1599216028211,AirMeasurement,7,18,718.1331449591374
1599216028220,AirMeasurement,7,9,327.90652604289386
1599216028227,AirMeasurement,7,14,531.020695854365
1599216028229,AirMeasurement,7,33,1348.3573880088666
1599216028233,AirMeasurement,7,14,532.4838952937711
1599216028240,AirMeasurement,7,15,579.676218766132
1599216028244,AirMeasurement,7,18,704.9614996493611
1599216028251,AirMeasurement,7,19,772.075794235168
1599216028256,AirMeasurement,7,22,898.0162011073695
1599216028265,AirMeasurement,7,32,1306.2126439405763
1599216028273,AirMeasurement,7,44,1783.2523884989428
1599216028279,AirMeasurement,7,39,1601.560851163345
1599216028290,AirMeasurement,7,20,804.4764158657108
1599216028295,AirMeasurement,7,7,260.7513037580022
1599216028297,AirMeasurement,8,28,1132.6698006819092
1599216028306,AirMeasurement,8,1,15.695859132264667
1599216028308,AirMeasurement,8,22,897.844467754216
1599216028312,AirMeasurement,8,9,353.817391345288
1599216028317,AirMeasurement,8,5,182.35243102700932
1599216028325,AirMeasurement,8,30,1215.2054740222318
1599216028332,AirMeasurement,8,6,222.71800597696165
1599216028333,AirMeasurement,8,17,664.018499030654
1599216028340,AirMeasurement,8,14,529.5644713402784
1599216028345,AirMeasurement,8,18,699.9522137218036
1599216028354,AirMeasurement,8,5,147.70478495183283
1599216028358,AirMeasurement,8,26,1038.094972650545
1599216028362,AirMeasurement,8,39,1590.9666076072695
1599216028371,AirMeasurement,8,5,147.9905266299496
1599216028378,AirMeasurement,8,3,98.82250744361156
1599216028379,AirMeasurement,8,20,805.2278660760827
1599216028383,AirMeasurement,8,21,824.394850338633
1599216028389,AirMeasurement,8,37,1521.379078962236
1599216028395,AirMeasurement,8,12,475.90653902463634
1599216028400,AirMeasurement,8,21,830.60524436991
1599216028402,AirMeasurement,8,40,1646.1472438801131
1599216028405,AirMeasurement,8,23,923.7506040923558
1599216028409,AirMeasurement,8,36,1477.0256924210096
1599216028413,AirMeasurement,8,42,1733.2456900466614
1599216028414,AirMeasurement,8,34,1368.7785310554139
1599216028417,AirMeasurement,9,41,1684.6393902974562
1599216028421,AirMeasurement,9,23,905.9054860704304
1599216028423,AirMeasurement,9,33,1343.0801274164442
1599216028426,AirMeasurement,9,29,1184.4021469206334
1599216028431,AirMeasurement,9,14,545.5670331285603
1599216028437,AirMeasurement,9,5,187.35928928128928
1599216028439,AirMeasurement,9,16,622.2910027688473
1599216028444,AirMeasurement,9,7,268.500595514894
1599216028453,AirMeasurement,9,31,1272.8857039952654
1599216028460,AirMeasurement,9,29,1165.7275830983817
1599216028471,AirMeasurement,9,16,625.9097520925819
1599216028474,AirMeasurement,9,41,1679.2433084594443
1599216028485,AirMeasurement,9,34,1372.3792251648294
1599216028486,AirMeasurement,9,22,861.3244968222714
1599216028493,AirMeasurement,9,43,1776.6717773725507
1599216028497,AirMeasurement,9,9,327.3123367001075
1599216028505,AirMeasurement,9,3,80.62199699671626
1599216028508,AirMeasurement,9,39,1609.8927657090783
1599216028516,AirMeasurement,9,9,329.1290689275586
1599216028522,AirMeasurement,9,29,1191.235951761529
1599216028525,AirMeasurement,9,49,2008.095914875814
1599216028529,AirMeasurement,9,18,710.0659643239171
1599216028530,AirMeasurement,9,37,1498.0213138416298
1599216028537,AirMeasurement,9,29,1153.2300495973882
1599216028542,AirMeasurement,9,26,1059.064680170407
1599216028545,AirMeasurement,10,39,1603.8388861483345
1599216028547,AirMeasurement,10,27,1075.903917298832
